scenario_id,test_id,flight_phase_code,flight_phase_name,phase_fault_definition,weather_code,weather_name,weather_meaning,mode_code,mode_name,mode_meaning,is_faulted,applied_fault,scenario_file_name,scenario_file_path,output_dir,random_seed,run_duration_sec
S0087,T0087,P09,Holding / loiter,Communication interruption,W04,Gust / turbulence,Moderate gust and turbulence profile,M0,Nominal,No injected subsystem fault; weather profile still applies.,False,,S0087_P09_W04_M0.xml,C:\Users\Home 12\Music\BACKEND\scenarios\generated\S0087_P09_W04_M0.xml,outputs/T0087,129,90
S0088,T0088,P09,Holding / loiter,Communication interruption,W04,Gust / turbulence,Moderate gust and turbulence profile,M1,Faulted,Inject the phase-specific fault listed in Section 3.1.,True,Communication interruption,S0088_P09_W04_M1.xml,C:\Users\Home 12\Music\BACKEND\scenarios\generated\S0088_P09_W04_M1.xml,outputs/T0088,130,90
S0089,T0089,P09,Holding / loiter,Communication interruption,W05,Low visibility / rain,Reduced visibility and precipitation setting,M0,Nominal,No injected subsystem fault; weather profile still applies.,False,,S0089_P09_W05_M0.xml,C:\Users\Home 12\Music\BACKEND\scenarios\generated\S0089_P09_W05_M0.xml,outputs/T0089,131,90
S0090,T0090,P09,Holding / loiter,Communication interruption,W05,Low visibility / rain,Reduced visibility and precipitation setting,M1,Faulted,Inject the phase-specific fault listed in Section 3.1.,True,Communication interruption,S0090_P09_W05_M1.xml,C:\Users\Home 12\Music\BACKEND\scenarios\generated\S0090_P09_W05_M1.xml,outputs/T0090,132,90
S0091,T0091,P10,Emergency landing,Engine degradation with emergency profile,W01,Calm,"Low wind, no gust, nominal visibility",M0,Nominal,No injected subsystem fault; weather profile still applies.,False,,S0091_P10_W01_M0.xml,C:\Users\Home 12\Music\BACKEND\scenarios\generated\S0091_P10_W01_M0.xml,outputs/T0091,133,90
S0092,T0092,P10,Emergency landing,Engine degradation with emergency profile,W01,Calm,"Low wind, no gust, nominal visibility",M1,Faulted,Inject the phase-specific fault listed in Section 3.1.,True,Engine degradation with emergency profile,S0092_P10_W01_M1.xml,C:\Users\Home 12\Music\BACKEND\scenarios\generated\S0092_P10_W01_M1.xml,outputs/T0092,134,90
S0093,T0093,P10,Emergency landing,Engine degradation with emergency profile,W02,Light wind,Low-to-moderate steady wind,M0,Nominal,No injected subsystem fault; weather profile still applies.,False,,S0093_P10_W02_M0.xml,C:\Users\Home 12\Music\BACKEND\scenarios\generated\S0093_P10_W02_M0.xml,outputs/T0093,135,90
S0094,T0094,P10,Emergency landing,Engine degradation with emergency profile,W02,Light wind,Low-to-moderate steady wind,M1,Faulted,Inject the phase-specific fault listed in Section 3.1.,True,Engine degradation with emergency profile,S0094_P10_W02_M1.xml,C:\Users\Home 12\Music\BACKEND\scenarios\generated\S0094_P10_W02_M1.xml,outputs/T0094,136,90
S0095,T0095,P10,Emergency landing,Engine degradation with emergency profile,W03,Crosswind,Directional crosswind appropriate to phase,M0,Nominal,No injected subsystem fault; weather profile still applies.,False,,S0095_P10_W03_M0.xml,C:\Users\Home 12\Music\BACKEND\scenarios\generated\S0095_P10_W03_M0.xml,outputs/T0095,137,90
S0096,T0096,P10,Emergency landing,Engine degradation with emergency profile,W03,Crosswind,Directional crosswind appropriate to phase,M1,Faulted,Inject the phase-specific fault listed in Section 3.1.,True,Engine degradation with emergency profile,S0096_P10_W03_M1.xml,C:\Users\Home 12\Music\BACKEND\scenarios\generated\S0096_P10_W03_M1.xml,outputs/T0096,138,90
S0097,T0097,P10,Emergency landing,Engine degradation with emergency profile,W04,Gust / turbulence,Moderate gust and turbulence profile,M0,Nominal,No injected subsystem fault; weather profile still applies.,False,,S0097_P10_W04_M0.xml,C:\Users\Home 12\Music\BACKEND\scenarios\generated\S0097_P10_W04_M0.xml,outputs/T0097,139,90
S0098,T0098,P10,Emergency landing,Engine degradation with emergency profile,W04,Gust / turbulence,Moderate gust and turbulence profile,M1,Faulted,Inject the phase-specific fault listed in Section 3.1.,True,Engine degradation with emergency profile,S0098_P10_W04_M1.xml,C:\Users\Home 12\Music\BACKEND\scenarios\generated\S0098_P10_W04_M1.xml,outputs/T0098,140,90
S0099,T0099,P10,Emergency landing,Engine degradation with emergency profile,W05,Low visibility / rain,Reduced visibility and precipitation setting,M0,Nominal,No injected subsystem fault; weather profile still applies.,False,,S0099_P10_W05_M0.xml,C:\Users\Home 12\Music\BACKEND\scenarios\generated\S0099_P10_W05_M0.xml,outputs/T0099,141,90
S0100,T0100,P10,Emergency landing,Engine degradation with emergency profile,W05,Low visibility / rain,Reduced visibility and precipitation setting,M1,Faulted,Inject the phase-specific fault listed in Section 3.1.,True,Engine degradation with emergency profile,S0100_P10_W05_M1.xml,C:\Users\Home 12\Music\BACKEND\scenarios\generated\S0100_P10_W05_M1.xml,outputs/T0100,142,90
